20:59:00.095,3639,3640,82,8
21:00:00.301,3640,3641,1,343
21:00:00.550,3635,3637,96,15
21:00:00.801,3635,3636,53,1
21:00:01.051,3634,3635,40,1
21:00:01.301,3631,3634,70,4
21:00:01.551,3630,3632,82,4
21:00:01.801,3629,3634,367,43
21:00:02.047,3630,3631,143,3
21:00:02.301,3629,3631,362,10
21:00:02.549,3630,3631,26,22
21:00:02.798,3629,3630,289,5
21:00:03.051,3627,3629,38,17
21:00:03.292,3626,3629,432,109
21:00:03.548,3627,3628,5,6
21:00:03.800,3625,3626,80,45
21:00:04.051,3625,3626,77,19
21:00:04.297,3625,3627,84,185
21:00:04.550,3625,3627,78,88
21:00:04.801,3626,3627,80,56
21:00:05.041,3627,3628,7,35
21:00:05.300,3626,3628,209,41
21:00:05.536,3627,3628,161,41
21:00:05.797,3628,3629,1,53
21:00:06.048,3629,3630,14,42
21:00:06.293,3629,3630,125,38
21:00:06.540,3629,3630,153,13
21:00:06.782,3630,3631,101,21
21:00:07.013,3630,3632,107,92
21:00:07.299,3631,3632,6,83
21:00:07.550,3631,3632,171,70
21:00:07.788,3631,3632,190,36
21:00:08.043,3631,3632,208,21
21:00:08.286,3631,3632,206,18
21:00:08.539,3631,3632,182,7
21:00:08.782,3632,3633,17,32
21:00:09.015,3632,3633,3,43
21:00:09.278,3632,3633,23,43
21:00:09.545,3632,3633,20,34
21:00:09.771,3632,3633,23,28
21:00:09.980,3632,3633,29,24
21:00:10.243,3632,3633,54,21
21:00:10.551,3632,3633,63,14
21:00:10.799,3632,3633,18,7
21:00:11.049,3632,3633,18,9
21:00:11.288,3632,3633,21,12
21:00:11.550,3632,3633,27,4
21:00:11.801,3633,3634,27,48
21:00:12.037,3633,3634,28,70
21:00:12.273,3633,3634,15,62
21:00:12.541,3633,3635,29,80
21:00:12.786,3633,3635,65,95
21:00:13.048,3633,3635,55,104
21:00:13.294,3632,3633,55,6
21:00:13.545,3633,3634,16,63
21:00:13.794,3633,3634,20,68
21:00:14.014,3633,3634,22,67
21:00:14.293,3633,3634,1,84
21:00:14.519,3632,3633,34,40
21:00:14.799,3632,3633,47,25
21:00:15.036,3632,3633,51,20
21:00:15.301,3632,3633,44,17
21:00:15.544,3632,3633,63,4
21:00:15.763,3633,3634,38,83
21:00:16.038,3633,3634,36,54
21:00:16.295,3633,3634,43,49
21:00:16.546,3633,3634,37,35
21:00:16.755,3633,3634,27,35
21:00:17.049,3633,3634,28,37
21:00:17.242,3633,3634,58,39
21:00:17.529,3633,3634,80,37
21:00:17.787,3633,3634,81,36
21:00:18.034,3633,3634,67,40
21:00:18.263,3633,3634,64,30
21:00:18.531,3633,3634,65,36
21:00:18.797,3633,3634,66,40
21:00:19.034,3633,3634,67,39
21:00:19.271,3633,3634,74,25
21:00:19.526,3633,3634,78,16
21:00:19.785,3634,3635,29,145
