20:59:00.102,4063,4064,7,1
21:00:00.289,4062,4064,131,5
21:00:00.538,4063,4064,7,54
21:00:00.787,4062,4063,131,4
21:00:01.037,4063,4064,3,61
21:00:01.287,4063,4064,2,58
21:00:01.538,4062,4063,25,20
21:00:01.787,4061,4062,8,15
21:00:02.026,4061,4062,22,38
21:00:02.286,4061,4062,36,15
21:00:02.538,4061,4062,76,8
21:00:02.788,4061,4062,72,3
21:00:03.030,4061,4063,61,60
21:00:03.286,4061,4062,51,207
21:00:03.516,4061,4062,48,225
21:00:03.787,4061,4062,19,225
21:00:04.039,4060,4062,26,216
21:00:04.289,4060,4062,41,216
21:00:04.536,4061,4062,1,179
21:00:04.786,4060,4062,40,173
21:00:05.025,4061,4062,5,177
21:00:05.287,4061,4062,2,177
21:00:05.537,4060,4061,34,3
21:00:05.787,4060,4061,24,52
21:00:06.036,4060,4061,8,57
21:00:06.289,4059,4060,35,5
21:00:06.537,4059,4060,38,63
21:00:06.778,4059,4060,13,125
21:00:07.025,4058,4059,27,11
21:00:07.286,4058,4059,40,77
21:00:07.537,4056,4058,58,30
21:00:07.788,4055,4057,84,24
21:00:08.036,4055,4056,69,5
21:00:08.288,4056,4057,29,41
21:00:08.529,4054,4056,25,35
21:00:08.789,4055,4056,14,9
21:00:09.035,4056,4057,26,36
21:00:09.289,4056,4057,52,23
21:00:09.527,4057,4058,1,63
21:00:09.789,4055,4056,50,12
21:00:10.024,4056,4057,6,33
21:00:10.286,4056,4057,9,39
21:00:10.532,4056,4057,5,32
21:00:10.777,4056,4057,1,33
21:00:11.034,4056,4057,3,35
21:00:11.286,4056,4057,6,39
21:00:11.533,4056,4057,11,23
21:00:11.786,4056,4057,4,31
21:00:11.989,4056,4057,8,25
21:00:12.287,4056,4057,22,7
21:00:12.516,4057,4058,2,67
21:00:12.786,4056,4058,33,66
21:00:13.031,4056,4058,42,60
21:00:13.287,4056,4058,65,60
21:00:13.532,4057,4058,15,58
21:00:13.786,4056,4058,60,53
21:00:14.001,4057,4058,37,50
21:00:14.287,4058,4059,13,62
21:00:14.520,4057,4059,87,59
21:00:14.786,4058,4059,23,49
21:00:15.030,4058,4059,24,59
21:00:15.286,4058,4059,21,58
21:00:15.482,4058,4059,37,48
21:00:15.789,4059,4060,1,44
21:00:16.031,4059,4060,6,47
21:00:16.286,4058,4060,63,47
21:00:16.497,4059,4060,11,49
21:00:16.786,4059,4060,1,51
21:00:16.969,4059,4060,1,50
21:00:17.286,4059,4060,25,50
21:00:17.501,4059,4060,25,47
21:00:17.787,4059,4060,28,45
21:00:18.018,4059,4060,28,38
21:00:18.286,4060,4061,1,98
21:00:18.530,4060,4061,35,108
21:00:18.783,4060,4061,52,107
21:00:19.029,4060,4061,55,107
21:00:19.236,4060,4061,11,107
21:00:19.522,4059,4060,79,14
21:00:19.786,4059,4061,94,103
21:00:20.026,4060,4061,14,114
21:00:20.286,4060,4061,29,103
21:00:20.532,4060,4061,34,99
21:00:20.787,4060,4061,44,84
21:00:21.036,4060,4061,48,40
